state_name,category_name,aspirational_final,class,amount_of_scholarship,gender_male,is_outlier
Jammu & Kashmir,Gen,False,0.25,440000.0,False,False
Jammu & Kashmir,Gen,False,0.5,590000.0,False,False
Jammu & Kashmir,Gen,False,0.75,530000.0,False,False
Jammu & Kashmir,Gen,False,1.0,470000.0,False,False
Jammu & Kashmir,OBC,True,0.0,30000.0,False,False
Jammu & Kashmir,OBC,True,0.75,20000.0,False,False
Jammu & Kashmir,OBC,True,1.0,10000.0,False,False
Jammu & Kashmir,OBC,False,0.0,10000.0,False,False
Jammu & Kashmir,OBC,False,0.25,40000.0,False,False
Jammu & Kashmir,OBC,False,0.5,90000.0,False,False
Jammu & Kashmir,OBC,False,0.75,30000.0,False,False
Jammu & Kashmir,OBC,False,1.0,20000.0,False,False
Jammu & Kashmir,SC,False,0.0,30000.0,False,False
Jammu & Kashmir,SC,False,0.25,20000.0,False,False
Jammu & Kashmir,SC,False,0.5,70000.0,False,False
Jammu & Kashmir,SC,False,0.75,20000.0,False,False
Jammu & Kashmir,SC,False,1.0,40000.0,False,False
Jammu & Kashmir,ST,True,0.75,10000.0,False,False
Jammu & Kashmir,ST,False,0.0,20000.0,False,False
Jammu & Kashmir,ST,False,0.25,50000.0,False,False
Jammu & Kashmir,ST,False,0.5,60000.0,False,False
Jammu & Kashmir,ST,False,0.75,30000.0,False,False
Jammu & Kashmir,ST,False,1.0,20000.0,False,False
Jharkhand,Gen,True,0.0,160000.0,True,False
Jharkhand,Gen,True,0.25,210000.0,True,False
Jharkhand,Gen,True,0.5,180000.0,True,False
Jharkhand,Gen,True,0.75,320000.0,True,False
Jharkhand,Gen,True,1.0,290000.0,True,False
Jharkhand,Gen,False,0.0,10000.0,True,False
Jharkhand,Gen,False,0.25,20000.0,True,False
Jharkhand,Gen,False,0.5,90000.0,True,False
Jharkhand,Gen,False,0.75,50000.0,True,False
Jharkhand,Gen,False,1.0,170000.0,True,False
Jharkhand,OBC,True,0.0,300000.0,True,False
Jharkhand,OBC,True,0.25,570000.0,True,False
Jharkhand,OBC,True,0.5,1120000.0,True,True
Jharkhand,OBC,True,0.75,660000.0,True,False
Jharkhand,OBC,True,1.0,1040000.0,True,True
Jharkhand,OBC,False,0.0,70000.0,True,False
Jharkhand,OBC,False,0.25,170000.0,True,False
Jharkhand,OBC,False,0.5,360000.0,True,False
Jharkhand,OBC,False,0.75,200000.0,True,False
Jharkhand,OBC,False,1.0,250000.0,True,False
Jharkhand,SC,True,0.0,100000.0,True,False
Jharkhand,SC,True,0.25,160000.0,True,False
Jharkhand,SC,True,0.5,300000.0,True,False
Jharkhand,SC,True,0.75,80000.0,True,False
Jharkhand,SC,True,1.0,150000.0,True,False
Jharkhand,SC,False,0.25,20000.0,True,False
Jharkhand,SC,False,0.5,30000.0,True,False
Jharkhand,SC,False,0.75,10000.0,True,False
Jharkhand,SC,False,1.0,20000.0,True,False
Jharkhand,ST,True,0.0,100000.0,True,False
Jharkhand,ST,True,0.25,230000.0,True,False
Jharkhand,ST,True,0.5,590000.0,True,False
Jharkhand,ST,True,0.75,150000.0,True,False
Jharkhand,ST,True,1.0,240000.0,True,False
Jharkhand,ST,False,0.0,10000.0,True,False
Jharkhand,ST,False,0.25,60000.0,True,False
Jharkhand,ST,False,0.5,80000.0,True,False
Jharkhand,ST,False,0.75,10000.0,True,False
Jharkhand,ST,False,1.0,30000.0,True,False
Jharkhand,Gen,True,0.0,90000.0,False,False
Jharkhand,Gen,True,0.25,140000.0,False,False
Jharkhand,Gen,True,0.5,280000.0,False,False
Jharkhand,Gen,True,0.75,190000.0,False,False
Jharkhand,Gen,True,1.0,280000.0,False,False
Jharkhand,Gen,False,0.0,30000.0,False,False
Jharkhand,Gen,False,0.25,60000.0,False,False
Jharkhand,Gen,False,0.5,50000.0,False,False
Jharkhand,Gen,False,0.75,50000.0,False,False
Jharkhand,Gen,False,1.0,120000.0,False,False
Jharkhand,OBC,True,0.0,380000.0,False,False
Jharkhand,OBC,True,0.25,430000.0,False,False
Jharkhand,OBC,True,0.5,1240000.0,False,True
Jharkhand,OBC,True,0.75,630000.0,False,False
Jharkhand,OBC,True,1.0,930000.0,False,True
Jharkhand,OBC,False,0.0,170000.0,False,False
Jharkhand,OBC,False,0.25,130000.0,False,False
Jharkhand,OBC,False,0.5,320000.0,False,False
Jharkhand,OBC,False,0.75,80000.0,False,False
Jharkhand,OBC,False,1.0,250000.0,False,False
Jharkhand,SC,True,0.0,50000.0,False,False
Jharkhand,SC,True,0.25,140000.0,False,False
Jharkhand,SC,True,0.5,200000.0,False,False
Jharkhand,SC,True,0.75,40000.0,False,False
Jharkhand,SC,True,1.0,50000.0,False,False
Jharkhand,SC,False,0.0,10000.0,False,False
Jharkhand,SC,False,0.25,10000.0,False,False
Jharkhand,SC,False,0.5,70000.0,False,False
Jharkhand,SC,False,1.0,30000.0,False,False
Jharkhand,ST,True,0.0,140000.0,False,False
Jharkhand,ST,True,0.25,350000.0,False,False
Jharkhand,ST,True,0.5,610000.0,False,False
Jharkhand,ST,True,0.75,200000.0,False,False
Jharkhand,ST,True,1.0,360000.0,False,False
Jharkhand,ST,False,0.0,20000.0,False,False
Jharkhand,ST,False,0.25,20000.0,False,False
Jharkhand,ST,False,0.5,50000.0,False,False
Jharkhand,ST,False,1.0,50000.0,False,False
Karnataka,Gen,True,0.75,30000.0,True,False
Karnataka,Gen,False,0.0,460000.0,True,False
Karnataka,Gen,False,0.25,710000.0,True,False
Karnataka,Gen,False,0.5,830000.0,True,True
Karnataka,Gen,False,0.75,920000.0,True,True
Karnataka,Gen,False,1.0,770000.0,True,True
Karnataka,OBC,True,0.0,40000.0,True,False
Karnataka,OBC,True,0.25,170000.0,True,False
Karnataka,OBC,True,0.5,120000.0,True,False
Karnataka,OBC,True,0.75,100000.0,True,False
Karnataka,OBC,True,1.0,120000.0,True,False
Karnataka,OBC,False,0.0,4620000.0,True,True
Karnataka,OBC,False,0.25,6530000.0,True,True
Karnataka,OBC,False,0.5,4350000.0,True,True
Karnataka,OBC,False,0.75,5560000.0,True,True
Karnataka,OBC,False,1.0,3240000.0,True,True
Karnataka,SC,True,0.0,60000.0,True,False
Karnataka,SC,True,0.25,40000.0,True,False
Karnataka,SC,True,0.5,60000.0,True,False
Karnataka,SC,True,0.75,20000.0,True,False
Karnataka,SC,False,0.0,910000.0,True,True
Karnataka,SC,False,0.25,1320000.0,True,True
Karnataka,SC,False,0.5,920000.0,True,True
Karnataka,SC,False,0.75,990000.0,True,True
Karnataka,SC,False,1.0,780000.0,True,True
Karnataka,ST,True,0.0,30000.0,True,False
Karnataka,ST,True,0.25,40000.0,True,False
Karnataka,ST,True,0.5,40000.0,True,False
Karnataka,ST,True,0.75,40000.0,True,False
Karnataka,ST,True,1.0,30000.0,True,False
Karnataka,ST,False,0.0,350000.0,True,False
Karnataka,ST,False,0.25,430000.0,True,False
Karnataka,ST,False,0.5,410000.0,True,False
Karnataka,ST,False,0.75,320000.0,True,False
Karnataka,ST,False,1.0,230000.0,True,False
Karnataka,Gen,False,0.0,370000.0,False,False
Karnataka,Gen,False,0.25,560000.0,False,False
Karnataka,Gen,False,0.5,570000.0,False,False
Karnataka,Gen,False,0.75,770000.0,False,True
Karnataka,Gen,False,1.0,490000.0,False,False
Karnataka,OBC,True,0.0,160000.0,False,False
Karnataka,OBC,True,0.25,210000.0,False,False
Karnataka,OBC,True,0.5,100000.0,False,False
Karnataka,OBC,True,0.75,240000.0,False,False
Karnataka,OBC,True,1.0,70000.0,False,False
Karnataka,OBC,False,0.0,5520000.0,False,True
Karnataka,OBC,False,0.25,8870000.0,False,True
Karnataka,OBC,False,0.5,5090000.0,False,True
Karnataka,OBC,False,0.75,6590000.0,False,True
Karnataka,OBC,False,1.0,3070000.0,False,True
Karnataka,SC,True,0.0,20000.0,False,False
Karnataka,SC,True,0.25,10000.0,False,False
Karnataka,SC,True,0.5,20000.0,False,False
Karnataka,SC,True,0.75,30000.0,False,False
Karnataka,SC,True,1.0,20000.0,False,False
Karnataka,SC,False,0.0,740000.0,False,False
Karnataka,SC,False,0.25,1500000.0,False,True
Karnataka,SC,False,0.5,670000.0,False,False
Karnataka,SC,False,0.75,880000.0,False,True
Karnataka,SC,False,1.0,600000.0,False,False
Karnataka,ST,True,0.0,30000.0,False,False
Karnataka,ST,True,0.25,30000.0,False,False
Karnataka,ST,True,0.75,20000.0,False,False
Karnataka,ST,True,1.0,20000.0,False,False
Karnataka,ST,False,0.0,400000.0,False,False
Karnataka,ST,False,0.25,590000.0,False,False
Karnataka,ST,False,0.5,380000.0,False,False
Karnataka,ST,False,0.75,310000.0,False,False
Karnataka,ST,False,1.0,160000.0,False,False
Kerala,Gen,True,0.5,10000.0,True,False
Kerala,Gen,True,0.75,10000.0,True,False
Kerala,Gen,False,0.0,190000.0,True,False
Kerala,Gen,False,0.25,270000.0,True,False
Kerala,Gen,False,0.5,220000.0,True,False
Kerala,Gen,False,0.75,340000.0,True,False
Kerala,Gen,False,1.0,160000.0,True,False
Kerala,OBC,True,0.25,10000.0,True,False
Kerala,OBC,True,0.5,10000.0,True,False
Kerala,OBC,False,0.0,200000.0,True,False
Kerala,OBC,False,0.25,520000.0,True,False
Kerala,OBC,False,0.5,260000.0,True,False
Kerala,OBC,False,0.75,390000.0,True,False
Kerala,OBC,False,1.0,270000.0,True,False
Kerala,SC,True,0.25,10000.0,True,False
Kerala,SC,False,0.0,10000.0,True,False
Kerala,SC,False,0.25,50000.0,True,False
Kerala,SC,False,0.5,20000.0,True,False
Kerala,SC,False,0.75,60000.0,True,False
Kerala,ST,True,0.75,10000.0,True,False
Kerala,Gen,True,0.5,10000.0,False,False
Kerala,Gen,False,0.0,100000.0,False,False
Kerala,Gen,False,0.25,180000.0,False,False
Kerala,Gen,False,0.5,100000.0,False,False
Kerala,Gen,False,0.75,130000.0,False,False
Kerala,Gen,False,1.0,80000.0,False,False
Kerala,OBC,False,0.0,140000.0,False,False
Kerala,OBC,False,0.25,370000.0,False,False
Kerala,OBC,False,0.5,130000.0,False,False
Kerala,OBC,False,0.75,240000.0,False,False
Kerala,OBC,False,1.0,160000.0,False,False
Kerala,SC,False,0.25,30000.0,False,False
Kerala,SC,False,0.5,20000.0,False,False
Kerala,SC,False,0.75,30000.0,False,False
Kerala,SC,False,1.0,40000.0,False,False
Kerala,ST,False,0.25,10000.0,False,False
Kerala,ST,False,0.5,10000.0,False,False
Kerala,ST,False,1.0,10000.0,False,False
LAKSHADWEEP,ST,False,0.25,10000.0,True,False
LAKSHADWEEP,ST,False,1.0,10000.0,False,False
Ladakh,Gen,False,0.75,10000.0,True,False
Ladakh,ST,False,0.5,10000.0,True,False
Ladakh,ST,False,0.75,20000.0,False,False
Madhya Pradesh,Gen,True,0.25,30000.0,True,False
Madhya Pradesh,Gen,True,0.5,30000.0,True,False
Madhya Pradesh,Gen,True,0.75,50000.0,True,False
Madhya Pradesh,Gen,True,1.0,120000.0,True,False
Madhya Pradesh,Gen,False,0.0,80000.0,True,False
Madhya Pradesh,Gen,False,0.25,250000.0,True,False
Madhya Pradesh,Gen,False,0.5,360000.0,True,False
Madhya Pradesh,Gen,False,0.75,600000.0,True,False
Madhya Pradesh,Gen,False,1.0,650000.0,True,False
Madhya Pradesh,OBC,True,0.0,20000.0,True,False
Madhya Pradesh,OBC,True,0.25,40000.0,True,False
Madhya Pradesh,OBC,True,0.5,130000.0,True,False
Madhya Pradesh,OBC,True,0.75,80000.0,True,False
Madhya Pradesh,OBC,True,1.0,160000.0,True,False
Madhya Pradesh,OBC,False,0.0,170000.0,True,False
Madhya Pradesh,OBC,False,0.25,430000.0,True,False
Madhya Pradesh,OBC,False,0.5,1410000.0,True,True
Madhya Pradesh,OBC,False,0.75,1110000.0,True,True
Madhya Pradesh,OBC,False,1.0,1590000.0,True,True
Madhya Pradesh,SC,True,0.0,10000.0,True,False
Madhya Pradesh,SC,True,0.25,10000.0,True,False
Madhya Pradesh,SC,True,0.5,50000.0,True,False
Madhya Pradesh,SC,True,0.75,60000.0,True,False
Madhya Pradesh,SC,True,1.0,40000.0,True,False
Madhya Pradesh,SC,False,0.0,120000.0,True,False
Madhya Pradesh,SC,False,0.25,260000.0,True,False
Madhya Pradesh,SC,False,0.5,450000.0,True,False
Madhya Pradesh,SC,False,0.75,370000.0,True,False
Madhya Pradesh,SC,False,1.0,490000.0,True,False
Madhya Pradesh,ST,True,0.5,10000.0,True,False
Madhya Pradesh,ST,True,0.75,10000.0,True,False
Madhya Pradesh,ST,True,1.0,30000.0,True,False
Madhya Pradesh,ST,False,0.0,50000.0,True,False
Madhya Pradesh,ST,False,0.25,110000.0,True,False
Madhya Pradesh,ST,False,0.5,260000.0,True,False
Madhya Pradesh,ST,False,0.75,90000.0,True,False
Madhya Pradesh,ST,False,1.0,200000.0,True,False
Madhya Pradesh,Gen,True,0.0,20000.0,False,False
Madhya Pradesh,Gen,True,0.25,30000.0,False,False
Madhya Pradesh,Gen,True,0.5,60000.0,False,False
Madhya Pradesh,Gen,True,0.75,20000.0,False,False
Madhya Pradesh,Gen,True,1.0,60000.0,False,False
Madhya Pradesh,Gen,False,0.0,130000.0,False,False
Madhya Pradesh,Gen,False,0.25,230000.0,False,False
Madhya Pradesh,Gen,False,0.5,440000.0,False,False
Madhya Pradesh,Gen,False,0.75,560000.0,False,False
Madhya Pradesh,Gen,False,1.0,630000.0,False,False
Madhya Pradesh,OBC,True,0.25,30000.0,False,False
Madhya Pradesh,OBC,True,0.5,160000.0,False,False
Madhya Pradesh,OBC,True,0.75,120000.0,False,False
Madhya Pradesh,OBC,True,1.0,160000.0,False,False
Madhya Pradesh,OBC,False,0.0,260000.0,False,False
Madhya Pradesh,OBC,False,0.25,500000.0,False,False
Madhya Pradesh,OBC,False,0.5,1060000.0,False,True
Madhya Pradesh,OBC,False,0.75,850000.0,False,True
Madhya Pradesh,OBC,False,1.0,1690000.0,False,True
Madhya Pradesh,SC,True,0.0,10000.0,False,False
Madhya Pradesh,SC,True,0.5,50000.0,False,False
Madhya Pradesh,SC,True,0.75,10000.0,False,False
Madhya Pradesh,SC,True,1.0,10000.0,False,False
Madhya Pradesh,SC,False,0.0,70000.0,False,False
Madhya Pradesh,SC,False,0.25,230000.0,False,False
Madhya Pradesh,SC,False,0.5,390000.0,False,False
Madhya Pradesh,SC,False,0.75,280000.0,False,False
Madhya Pradesh,SC,False,1.0,440000.0,False,False
Madhya Pradesh,ST,True,0.25,10000.0,False,False
Madhya Pradesh,ST,True,0.5,20000.0,False,False
Madhya Pradesh,ST,True,0.75,10000.0,False,False
Madhya Pradesh,ST,True,1.0,10000.0,False,False
Madhya Pradesh,ST,False,0.0,50000.0,False,False
Madhya Pradesh,ST,False,0.25,130000.0,False,False
Madhya Pradesh,ST,False,0.5,340000.0,False,False
Madhya Pradesh,ST,False,0.75,170000.0,False,False
Madhya Pradesh,ST,False,1.0,170000.0,False,False
Maharashtra,Gen,True,0.5,10000.0,True,False
Maharashtra,Gen,True,0.75,30000.0,True,False
Maharashtra,Gen,False,0.0,440000.0,True,False
Maharashtra,Gen,False,0.25,770000.0,True,True
Maharashtra,Gen,False,0.5,1040000.0,True,True
Maharashtra,Gen,False,0.75,1290000.0,True,True
Maharashtra,Gen,False,1.0,900000.0,True,True
Maharashtra,OBC,True,0.0,40000.0,True,False
Maharashtra,OBC,True,0.25,10000.0,True,False
Maharashtra,OBC,True,0.5,40000.0,True,False
Maharashtra,OBC,True,0.75,30000.0,True,False
Maharashtra,OBC,True,1.0,20000.0,True,False
Maharashtra,OBC,False,0.0,430000.0,True,False
Maharashtra,OBC,False,0.25,700000.0,True,False
Maharashtra,OBC,False,0.5,760000.0,True,True
Maharashtra,OBC,False,0.75,830000.0,True,True
Maharashtra,OBC,False,1.0,750000.0,True,False
Maharashtra,SC,True,0.5,40000.0,True,False
Maharashtra,SC,True,0.75,10000.0,True,False
Maharashtra,SC,True,1.0,10000.0,True,False
Maharashtra,SC,False,0.0,120000.0,True,False
Maharashtra,SC,False,0.25,190000.0,True,False
Maharashtra,SC,False,0.5,160000.0,True,False
Maharashtra,SC,False,0.75,270000.0,True,False
Maharashtra,SC,False,1.0,300000.0,True,False
Maharashtra,ST,True,0.0,10000.0,True,False
Maharashtra,ST,True,0.5,10000.0,True,False
Maharashtra,ST,True,0.75,40000.0,True,False
Maharashtra,ST,True,1.0,30000.0,True,False
Maharashtra,ST,False,0.0,90000.0,True,False
Maharashtra,ST,False,0.25,90000.0,True,False
Maharashtra,ST,False,0.5,140000.0,True,False
Maharashtra,ST,False,0.75,110000.0,True,False
Maharashtra,ST,False,1.0,80000.0,True,False
Maharashtra,Gen,True,0.0,10000.0,False,False
Maharashtra,Gen,True,0.25,10000.0,False,False
Maharashtra,Gen,True,0.5,40000.0,False,False
Maharashtra,Gen,True,0.75,20000.0,False,False
Maharashtra,Gen,True,1.0,10000.0,False,False
Maharashtra,Gen,False,0.0,340000.0,False,False
Maharashtra,Gen,False,0.25,570000.0,False,False
Maharashtra,Gen,False,0.5,670000.0,False,False
Maharashtra,Gen,False,0.75,770000.0,False,True
Maharashtra,Gen,False,1.0,460000.0,False,False
Maharashtra,OBC,True,0.0,20000.0,False,False
Maharashtra,OBC,True,0.25,60000.0,False,False
Maharashtra,OBC,True,0.5,70000.0,False,False
Maharashtra,OBC,True,0.75,30000.0,False,False
Maharashtra,OBC,True,1.0,30000.0,False,False
Maharashtra,OBC,False,0.0,370000.0,False,False
Maharashtra,OBC,False,0.25,430000.0,False,False
Maharashtra,OBC,False,0.5,510000.0,False,False
Maharashtra,OBC,False,0.75,630000.0,False,False
Maharashtra,OBC,False,1.0,460000.0,False,False
Maharashtra,SC,True,0.0,10000.0,False,False
Maharashtra,SC,True,0.5,10000.0,False,False
Maharashtra,SC,True,0.75,30000.0,False,False
Maharashtra,SC,True,1.0,10000.0,False,False
Maharashtra,SC,False,0.0,90000.0,False,False
Maharashtra,SC,False,0.25,230000.0,False,False
Maharashtra,SC,False,0.5,160000.0,False,False
Maharashtra,SC,False,0.75,260000.0,False,False
Maharashtra,SC,False,1.0,160000.0,False,False
Maharashtra,ST,True,0.0,10000.0,False,False
Maharashtra,ST,True,0.5,10000.0,False,False
Maharashtra,ST,True,0.75,30000.0,False,False
Maharashtra,ST,True,1.0,20000.0,False,False
Maharashtra,ST,False,0.0,40000.0,False,False
Maharashtra,ST,False,0.25,80000.0,False,False
Maharashtra,ST,False,0.5,140000.0,False,False
Maharashtra,ST,False,0.75,140000.0,False,False
Maharashtra,ST,False,1.0,130000.0,False,False
Manipur,Gen,False,0.75,10000.0,True,False
Manipur,Gen,False,1.0,10000.0,True,False
Manipur,OBC,False,0.5,10000.0,True,False
Manipur,OBC,False,1.0,20000.0,True,False
Manipur,ST,False,0.5,20000.0,True,False
Manipur,ST,False,1.0,20000.0,True,False
Manipur,Gen,False,0.5,20000.0,False,False
Manipur,Gen,False,0.75,10000.0,False,False
Manipur,Gen,False,1.0,10000.0,False,False
Manipur,ST,False,0.75,20000.0,False,False
Manipur,ST,False,1.0,30000.0,False,False
Meghalaya,Gen,False,0.5,20000.0,True,False
Meghalaya,Gen,False,0.75,30000.0,True,False
Meghalaya,Gen,False,1.0,30000.0,True,False
Meghalaya,OBC,False,0.5,20000.0,True,False
Meghalaya,OBC,False,0.75,30000.0,True,False
Meghalaya,OBC,False,1.0,20000.0,True,False
Meghalaya,SC,False,1.0,10000.0,True,False
Meghalaya,ST,False,0.5,20000.0,True,False
Meghalaya,ST,False,0.75,10000.0,True,False
Meghalaya,ST,False,1.0,10000.0,True,False
Meghalaya,Gen,False,0.5,10000.0,False,False
Meghalaya,Gen,False,0.75,20000.0,False,False
Meghalaya,Gen,False,1.0,10000.0,False,False
Meghalaya,OBC,False,0.0,10000.0,False,False
Meghalaya,OBC,False,0.5,20000.0,False,False
Meghalaya,SC,False,0.5,10000.0,False,False
Meghalaya,SC,False,0.75,20000.0,False,False
Meghalaya,ST,False,0.5,30000.0,False,False
Meghalaya,ST,False,0.75,60000.0,False,False
Meghalaya,ST,False,1.0,60000.0,False,False
Mizoram,Gen,False,0.5,10000.0,True,False
Mizoram,ST,False,0.75,10000.0,True,False
Mizoram,ST,False,1.0,20000.0,True,False
Mizoram,OBC,False,0.0,10000.0,False,False
Mizoram,OBC,False,1.0,10000.0,False,False
Mizoram,ST,False,0.5,50000.0,False,False
Mizoram,ST,False,0.75,10000.0,False,False
Mizoram,ST,False,1.0,10000.0,False,False
Nagaland,Gen,True,0.5,10000.0,True,False
Nagaland,OBC,False,1.0,10000.0,True,False
Nagaland,ST,False,0.5,10000.0,True,False
Nagaland,ST,False,0.75,10000.0,True,False
Nagaland,ST,False,1.0,10000.0,True,False
Nagaland,ST,False,1.0,10000.0,False,False
Odisha,Gen,True,0.0,50000.0,True,False
Odisha,Gen,True,0.25,110000.0,True,False
Odisha,Gen,True,0.5,80000.0,True,False
Odisha,Gen,True,0.75,320000.0,True,False
Odisha,Gen,True,1.0,130000.0,True,False
Odisha,Gen,False,0.0,250000.0,True,False
Odisha,Gen,False,0.25,470000.0,True,False
Odisha,Gen,False,0.5,790000.0,True,True
Odisha,Gen,False,0.75,1240000.0,True,True
Odisha,Gen,False,1.0,580000.0,True,False
Odisha,OBC,True,0.0,180000.0,True,False
Odisha,OBC,True,0.25,520000.0,True,False
Odisha,OBC,True,0.5,440000.0,True,False
Odisha,OBC,True,0.75,780000.0,True,True
Odisha,OBC,True,1.0,460000.0,True,False
Odisha,OBC,False,0.0,420000.0,True,False
Odisha,OBC,False,0.25,1050000.0,True,True
Odisha,OBC,False,0.5,890000.0,True,True
Odisha,OBC,False,0.75,1910000.0,True,True
Odisha,OBC,False,1.0,820000.0,True,True
Odisha,SC,True,0.0,100000.0,True,False
Odisha,SC,True,0.25,60000.0,True,False
Odisha,SC,True,0.5,180000.0,True,False
Odisha,SC,True,0.75,300000.0,True,False
Odisha,SC,True,1.0,170000.0,True,False
Odisha,SC,False,0.0,80000.0,True,False
Odisha,SC,False,0.25,340000.0,True,False
Odisha,SC,False,0.5,410000.0,True,False
Odisha,SC,False,0.75,290000.0,True,False
Odisha,SC,False,1.0,210000.0,True,False
Odisha,ST,True,0.0,60000.0,True,False
Odisha,ST,True,0.25,340000.0,True,False
Odisha,ST,True,0.5,290000.0,True,False
Odisha,ST,True,0.75,460000.0,True,False
Odisha,ST,True,1.0,160000.0,True,False
Odisha,ST,False,0.0,70000.0,True,False
Odisha,ST,False,0.25,100000.0,True,False
Odisha,ST,False,0.5,160000.0,True,False
Odisha,ST,False,0.75,350000.0,True,False
Odisha,ST,False,1.0,130000.0,True,False
Odisha,Gen,True,0.0,50000.0,False,False
Odisha,Gen,True,0.25,120000.0,False,False
Odisha,Gen,True,0.5,260000.0,False,False
Odisha,Gen,True,0.75,200000.0,False,False
Odisha,Gen,True,1.0,70000.0,False,False
Odisha,Gen,False,0.0,150000.0,False,False
Odisha,Gen,False,0.25,590000.0,False,False
Odisha,Gen,False,0.5,890000.0,False,True
Odisha,Gen,False,0.75,1200000.0,False,True
Odisha,Gen,False,1.0,570000.0,False,False
Odisha,OBC,True,0.0,200000.0,False,False
Odisha,OBC,True,0.25,460000.0,False,False
Odisha,OBC,True,0.5,520000.0,False,False
Odisha,OBC,True,0.75,490000.0,False,False
Odisha,OBC,True,1.0,250000.0,False,False
Odisha,OBC,False,0.0,340000.0,False,False
Odisha,OBC,False,0.25,1020000.0,False,True
Odisha,OBC,False,0.5,1310000.0,False,True
Odisha,OBC,False,0.75,1960000.0,False,True
Odisha,OBC,False,1.0,810000.0,False,True
Odisha,SC,True,0.0,60000.0,False,False
Odisha,SC,True,0.25,130000.0,False,False
Odisha,SC,True,0.5,220000.0,False,False
Odisha,SC,True,0.75,250000.0,False,False
Odisha,SC,True,1.0,70000.0,False,False
Odisha,SC,False,0.0,130000.0,False,False
Odisha,SC,False,0.25,350000.0,False,False
Odisha,SC,False,0.5,280000.0,False,False
Odisha,SC,False,0.75,470000.0,False,False
Odisha,SC,False,1.0,190000.0,False,False
Odisha,ST,True,0.0,70000.0,False,False
Odisha,ST,True,0.25,200000.0,False,False
Odisha,ST,True,0.5,330000.0,False,False
Odisha,ST,True,0.75,410000.0,False,False
Odisha,ST,True,1.0,110000.0,False,False
Odisha,ST,False,0.0,50000.0,False,False
Odisha,ST,False,0.25,130000.0,False,False
Odisha,ST,False,0.5,100000.0,False,False
Odisha,ST,False,0.75,280000.0,False,False
Odisha,ST,False,1.0,120000.0,False,False
Puducherry,Gen,False,0.75,10000.0,True,False
Puducherry,OBC,False,0.0,10000.0,True,False
Puducherry,OBC,False,0.25,10000.0,True,False
Puducherry,OBC,False,0.5,10000.0,True,False
Puducherry,OBC,False,0.75,30000.0,True,False
Puducherry,SC,False,0.5,10000.0,True,False
Puducherry,OBC,False,0.25,40000.0,False,False
Puducherry,OBC,False,0.5,40000.0,False,False
Puducherry,OBC,False,0.75,20000.0,False,False
Puducherry,OBC,False,1.0,10000.0,False,False
Puducherry,SC,False,0.0,10000.0,False,False
Puducherry,SC,False,0.75,10000.0,False,False
Punjab,Gen,True,0.0,10000.0,True,False
Punjab,Gen,True,0.5,10000.0,True,False
Punjab,Gen,True,0.75,10000.0,True,False
Punjab,Gen,True,1.0,10000.0,True,False
Punjab,Gen,False,0.0,60000.0,True,False
Punjab,Gen,False,0.25,90000.0,True,False
Punjab,Gen,False,0.5,140000.0,True,False
Punjab,Gen,False,0.75,210000.0,True,False
Punjab,Gen,False,1.0,220000.0,True,False
Punjab,OBC,True,0.5,20000.0,True,False
Punjab,OBC,False,0.0,30000.0,True,False
Punjab,OBC,False,0.25,120000.0,True,False
Punjab,OBC,False,0.5,60000.0,True,False
Punjab,OBC,False,0.75,90000.0,True,False
Punjab,OBC,False,1.0,90000.0,True,False
Punjab,SC,True,0.0,20000.0,True,False
Punjab,SC,True,0.5,10000.0,True,False
Punjab,SC,True,0.75,20000.0,True,False
Punjab,SC,False,0.0,50000.0,True,False
Punjab,SC,False,0.25,80000.0,True,False
Punjab,SC,False,0.5,90000.0,True,False
Punjab,SC,False,0.75,190000.0,True,False
Punjab,SC,False,1.0,90000.0,True,False
Punjab,ST,False,0.75,10000.0,True,False
Punjab,Gen,True,0.0,10000.0,False,False
Punjab,Gen,True,0.5,10000.0,False,False
Punjab,Gen,True,0.75,10000.0,False,False
Punjab,Gen,False,0.0,60000.0,False,False
Punjab,Gen,False,0.25,110000.0,False,False
Punjab,Gen,False,0.5,170000.0,False,False
Punjab,Gen,False,0.75,210000.0,False,False
Punjab,Gen,False,1.0,250000.0,False,False
Punjab,OBC,True,0.75,20000.0,False,False
Punjab,OBC,True,1.0,10000.0,False,False
Punjab,OBC,False,0.0,70000.0,False,False
Punjab,OBC,False,0.25,40000.0,False,False
Punjab,OBC,False,0.5,70000.0,False,False
Punjab,OBC,False,0.75,90000.0,False,False
Punjab,OBC,False,1.0,100000.0,False,False
Punjab,SC,True,0.0,20000.0,False,False
Punjab,SC,True,0.25,20000.0,False,False
Punjab,SC,True,0.5,50000.0,False,False
Punjab,SC,True,0.75,30000.0,False,False
Punjab,SC,True,1.0,10000.0,False,False
Punjab,SC,False,0.0,50000.0,False,False
Punjab,SC,False,0.25,130000.0,False,False
Punjab,SC,False,0.5,140000.0,False,False
Punjab,SC,False,0.75,110000.0,False,False
Punjab,SC,False,1.0,140000.0,False,False
Rajasthan,Gen,True,0.0,30000.0,True,False
Rajasthan,Gen,True,0.25,30000.0,True,False
Rajasthan,Gen,True,0.5,60000.0,True,False
Rajasthan,Gen,True,0.75,60000.0,True,False
Rajasthan,Gen,True,1.0,50000.0,True,False
Rajasthan,Gen,False,0.0,310000.0,True,False
